id_equipamento,ibge,uf,cidade,nome,responsavel,telefone,endereco,numero,complemento,referencia,bairro,cep,georef_location,data_atualizacao
31647040565,316470,MG,São Sebastião do Paraíso,CRAS 3 RONALDO DE CARVALHO,,,RUA DOS ANTUNES - 756,756,,,CENTRO,37950000,,2026-03-12T04:09:19.060Z
31648033393,316480,MG,São Sebastião do Rio Preto,CRAS,,,Cônego Manoel Madureira - 67,67,,Em frente a Igreja Católica,Centro,35815000,"-19.300450798730797\,-43.21974277496338",2026-03-12T04:09:16.125Z
31649032867,316490,MG,São Sebastião do Rio Verde,CRAS Casa das Famílias,,,DR. ANDRÉ SARMENTO - 202,202,,,CENTRO,37467000,"-22.21770165674328\,-44.97742652893067",2026-03-12T04:09:19.060Z
31650033037,316500,MG,São Tiago,CRAS,,,DOM VIÇOSO - 180,180,,PRÓXIMO AO HOSPITAL SÃO VICENTE DE PAULO,CERRADO,36350000,"-20.90890173993675\,-44.508490562438965",2026-03-12T04:09:17.127Z
31651032987,316510,MG,São Tomás de Aquino,"CRAS - ""Jairo de Lima""",,,Miguel Matins  - 775,775,,Proximo a Creche Municipal,Centro,37960000,"-20.7850473\,-47.1007468",2026-03-12T04:09:16.722Z
31652004818,316520,MG,São Thomé Das Letras,CRAS Espaço Amigo,,,Joaquim José Mendes Peixoto - 230,230,,Perto do Supermercado Souza Reis,Centro,37408000,"-21.72085302330742\,-44.985215663920144",2026-03-12T04:09:12.150Z
31653006794,316530,MG,São Vicente de Minas,"CRAS CENTRO DE REFERENCIA ASSISTENCIA SOCIAL - ""ANTONIA ALVES RIBEIRO""",,,SÃO VICENTE DE PAULO - 113,113,,Próximo ao Hospital,TIJUCO,37370000,"-21.713\,-44.444",2026-03-12T04:09:12.628Z
31654033043,316540,MG,Sapucaí-mirim,CRAS CASA DAS FAMILIAS SAPUCAI MIRIM,,,JOSE ANTONIO DA SILVA - 75,75,,ANTIGA FABRICA SPCOM,CENTRO,37690000,"-22.74711202390799\,-45.74423253552596",2026-03-12T04:09:15.742Z
31655001923,316550,MG,Sardoá,CRAS - Centro de Referencia da Assistencia Social -Casa da Familia,,,Vereador Joaquim Firmino - 308,308,Casa,,Centro,39728000,"-18.781855065249573\,-42.36736429352761",2026-03-12T04:09:12.515Z
31655306507,316553,MG,Sarzedo,CRAS GERALDA SILVEIRA BARBOSA,,,ELOI CANDIDO DE MELO - 210,210,,Rua da prefeitura.,CENTRO,32450000,"-20.03533002953141\,-44.145212173461914",2026-03-12T04:09:14.071Z
31655330260,316553,MG,Sarzedo,CRAS BENJAMIN GOMES DA SILVA,,,Wenceslau Braz - 399,399,,Antiga APAE,BRASILIA,32450000,"-20.052827142374028\,-44.13220882415772",2026-03-12T04:09:14.071Z
31655340131,316553,MG,Sarzedo,CRAS ALIETE MARVILA PEREIRA,,,ALAMEDA IPÊ BRANCO - 476,476,,Próximo ao PSF,MASTERVILLE,32450000,"-20.035\,-44.145",2026-03-12T04:09:16.861Z
31655340133,316553,MG,Sarzedo,CRAS ANNA MARTINS DE SIQUEIRA - PLANALTO,,,RIO COMPRIDO - 526,526,,,JARDIM PLANALTO,32450000,"-20.049269013005503\,-44.14855058465037",2026-03-12T04:09:18.799Z
31655506367,316555,MG,Setubinha,CRAS CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL,,,Rua Inácio Esteves Lima - 159,159,,AO LADO DA POLICLINICA MUNICIPAL DE SAÚDE.,centro,39688000,"-17.60010403733334\,-42.16126799583435",2026-03-12T04:09:13.517Z
31655600516,316556,MG,Sem-peixe,CRAS SEM PEIXE,,,Jose Antonio do Nascimento - 262,262,,Próximo á UBS(Unidade Básica de Saúde),centro,35441000,"-20.103835810502375\,-42.84067153930665",2026-03-12T04:09:15.059Z
31655715301,316557,MG,Senador Amaral,CRAS Casa das Famílias,,,Idalina Carolina de Rezende - 100,100,,Antiga sede da Creche,CENTRO,37615000,"-22.585633095950545\,-46.17819249629975",2026-03-12T04:09:13.060Z
31656015264,316560,MG,Senador Cortes,CRAS CASA DA FAMILIA,,,Antonio de Souza Rabelo - 304,304,,,Centro,36650000,"-21.801\,-42.946",2026-03-12T04:09:12.515Z
31657030207,316570,MG,Senador Firmino,CRAS Centro - Centro de Referencia de Assistencia Social -,,,"Rua Manoel Oliveira Fernandes, 30 Centro - 30",30,casa,Próximo à agência do Banco do Brasil,Centro,36540000,"-20.918111980079537\,-43.101389765870415",2026-03-12T04:09:13.620Z
31658033033,316580,MG,Senador José Bento,CRAS Dona Catarina Floriano de Souza,,,ADELIA MADSON - 65,65,,PERTO DA PREFEITURA PRAÇA DANIEL DE CARVALHO,Centro,37586000,"-22.164323487851597\,-46.177180766535464",2026-03-12T04:09:16.614Z
31659001147,316590,MG,Senador Modestino Gonçalves,CRAS - CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL,,,José Araújo da Conceição - 256,256,CASA,PRÓXIMO A PRAÇA DE ESPORTES.,Centro,39190000,"-17.950503922710915\,-43.22362661361695",2026-03-12T04:09:13.566Z
31660001537,316600,MG,Senhora de Oliveira,CRAS - CENTRO,,,ISABEL MIRANDA - 29,29,,,CENTRO,36470000,"-20.792788267657937\,-43.343338966369636",2026-03-12T04:09:18.999Z
31661006147,316610,MG,Senhora do Porto,CRAS Centro de Referência da Assistência Social CONVIVER,,,Praça Monsenhor José Coelho - 28,28,,Em frente a Igreja Matriz.,Centro,39745000,"-18.89314171233654\,-43.08350801467896",2026-03-12T04:09:13.001Z
31662000631,316620,MG,Senhora Dos Remédios,CRAS Casa das Familias,,,Paulo Ferreira de Souza - 86,86,,,Centro,36275000,"-21.03133456246173\,-43.58218431472779",2026-03-12T04:09:12.679Z
31663015131,316630,MG,Sericita,CRAS FRANCISCO DE ASSIS REIS,,,José Ângelo Filho - 201,201,,Ao lado do destacamento da Polícia Militar.,Gomes Cardoso,35368000,"-20.46943560195448\,-42.485504150390625",2026-03-12T04:09:15.223Z
31664031935,316640,MG,Seritinga,CRAS CASA DAS FAMILIAS,,,Rua Joaquim Moreira  - 35,35,,,CENTRO,37454000,"-21.909\,-44.519",2026-03-12T04:09:19.060Z
31665015285,316650,MG,Serra Azul de Minas,CRAS - CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL,,,SANTA LUZIA - 60,60,,Próximo á Escola Estadual Ângelo de Miranda,CENTRO,39165000,"-18.362427371678343\,-43.16993951797486",2026-03-12T04:09:13.751Z
31666030693,316660,MG,Serra da Saudade,CRAS Amigo das Famílias,,,ADEMAR RIBEIRO DE OLIVEIRA - 130,130,CASA,PREFEITURA MUNICIPAL DE SERRA DA SAUDADE,CENTRO,35617000,"-19.440350417920403\,-45.793311595916755",2026-03-12T04:09:16.932Z
31667000150,316670,MG,Serra Dos Aimorés,CRAS/SERRA DOS AIMORES-MG,,,RIO SOLIMÕES - 369,369,,,Centro,39868000,"-17.789554675842876\,-40.243327617645264",2026-03-12T04:09:14.246Z
31668033557,316680,MG,Serra do Salitre,CRAS - SERRA DO SALITRE,,,GARDENIA - 1521,1521,CASA,Próximo à Igreja Nossa Senhora da Aparecida,PARQUE SANTO ANTÔNIO,38760000,"-19.105432526239934\,-46.67892694385956",2026-03-12T04:09:16.932Z
31669032091,316690,MG,Serrania,CRAS,,,Alexandre Ferreira Neto - 216,216,,Próximo Creche Escola CEMEI,Vila Progresso,37143000,"-21.55125303738233\,-46.05091094970703",2026-03-12T04:09:16.932Z
31669505044,316695,MG,Serranópolis de Minas,CRAS - SERRANÓPOLIS DE MINAS,,,MARIO PEREIRA DOS SANTOS - 171,171,,,SANTA CRUZ II,39518000,"-15.814964819342393\,-42.87335157394409",2026-03-12T04:09:15.596Z
31670033099,316700,MG,Serranos,CRAS - Amigo da Família,,,GUIMARÃES ROSA - 78,78,,Casa da Cultura.,CENTRO,37452000,"-21.88991401107599\,-44.510014057159424",2026-03-12T04:09:15.987Z
31671001505,316710,MG,Serro,CRAS - Centro Serro (MG),,,SANTA RITA - 56,56,CASA,PERTO DA IGREJA DA SANTA RITA.,CENTRO,39150000,"-18.606370642063826\,-43.385068774223335",2026-03-12T04:09:13.688Z
31672000417,316720,MG,Sete Lagoas,CRAS I,,,DALTON - 914,914,,,JK,35702184,"-19.4199685\,-44.2485866",2026-03-12T04:09:14.915Z
31672000418,316720,MG,Sete Lagoas,CRAS II,,,Sandro Bruno Ferreira - 87,87,,,Bernardo Valadares,35702363,"-19.426347652234078\,-44.22606468200684",2026-03-12T04:09:14.915Z
31672000419,316720,MG,Sete Lagoas,CRAS SETOR III,,,ULISSES ALBERTO ARAÚJO - 317,317,,,BRASÍLIA,35702013,"-19.464609575712107\,-44.20439243316651",2026-03-12T04:09:14.915Z
31672020378,316720,MG,Sete Lagoas,CRAS SETOR IV,,,PERDRO FERREIRA LOPES - 25,25,CASA,ANTIGA SEDE DA COHASA,ONDINA DE VASCONCELOS OLIVEIRA,35703385,"-19.419750555614257\,-44.18952941981844",2026-03-12T04:09:14.915Z
31673000351,316730,MG,Silveirânia,PAIF/CRAS,,,Professora Francisca Xavier Cabrini Alves Ferreira - 0,0,,,centro,36185000,"-21.166723978421366\,-43.216524124145515",2026-03-12T04:09:13.981Z
31674036443,316740,MG,Silvianópolis,CRAS,,,Vicente Benedito Nogueira  - 0,0,,,Centro,37589000,"-22.02665908515701\,-45.83740711212159",2026-03-12T04:09:19.060Z
31675015523,316750,MG,Simão Pereira,CRAS SIMÃO PEREIRA,,,José Luiz - 383,383,,Ao lado do Bradesco,CENTRO,36123000,"-21.962534394092863\,-43.31524014472962",2026-03-12T04:09:12.393Z
31676003811,316760,MG,Simonésia,CRAS Centro de Referencia de Assistencia Social,,,ARDELINO DE CARVALHO - 115,115,CASA,ANTIGA CABANA,CENTRO,36930000,"-20.1246484\,-42.0001745",2026-03-12T04:09:12.679Z
31677006187,316770,MG,Sobrália,"CRAS - Centro de Referência de Assistência Social - ""Maria Hespanhola""",,,RUA FRANCISCO PEREIRA NEVES - 73,73,,"Ao lado do ESF "" Alexandre de Andrade""",CENTRO,35145000,"-19.23364702102216\,-42.09780693054199",2026-03-12T04:09:12.150Z
31678035647,316780,MG,Soledade de Minas,CRAS SOLEDADE,,,Manoel Guimarães - 478,478,,,Centro,37478000,"-22.058019478207978\,-45.0415313243866",2026-03-12T04:09:19.060Z
31679006176,316790,MG,Tabuleiro,CRAS HEBERT DE SOUZA,,,Valerio Correa Netto - 101,101,,Perto da rodoviária,Centro,36165000,"-21.360505533415438\,-43.25184345245361",2026-03-12T04:09:12.277Z
31680003372,316800,MG,Taiobeiras,CRAS CENTRO,,,SANTOS DUMONT - 336,336,,,CENTRO,39550000,"-15.81103389111263\,-42.22694349315134",2026-03-12T04:09:15.596Z
31680020455,316800,MG,Taiobeiras,CRAS PLANALTO,,,Paraíba - 140,140,casa,Ao lado do PSF do Planalto,Planalto,39550000,"-15.804826511526468\,-42.236229180925875",2026-03-12T04:09:15.596Z
31680502403,316805,MG,Taparuba,CRAS CASA DA FAMILIA,,,ADALBERTO DE LIMA  - 160,160,,PERTO DA PRAÇA GERCIEL GOMES,CENTRO,36953000,"-19.763755298043918\,-41.61462306976319",2026-03-12T04:09:12.572Z
31681004545,316810,MG,Tapira,CRAS CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL DE TAPIRA - MG,,,EXALTINO AMARAL FONTOURA - 00,00,00,PRÓXIMO AO CETAP.,CENTRO,38189000,"-19.926271921071788\,-46.82370364665985",2026-03-12T04:09:14.246Z
31682036559,316820,MG,Tapiraí,"CRAS ANTÔNIO EUSTAQUIO DE CARVALHO JUNIOR ""JUNINHO DO CHAGUINHA""",,,VICENTE JOSE LUCAS  - 70,70,CASA,centro,CENTRO,38980000,"-19.887676180614992\,-46.02018356323243",2026-03-12T04:09:15.987Z
31683004771,316830,MG,Taquaraçu de Minas,CRAS Ana Augusta de Jesus,,,CÂNDIDO VENTURA - 309,309,casa,Antigo Predio da Camara Municipal,CENTRO,33980000,"-19.66633482993013\,-43.68898048996926",2026-03-12T04:09:14.692Z
31684001432,316840,MG,Tarumirim,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL DE TARUMIRIM,,,CUNHA - 129,129,,EM FRENTE A COBRA VEICULOS,CENTRO,35140000,"-19.28185360434925\,-42.00343608856202",2026-03-12T04:09:12.150Z
31685006335,316850,MG,Teixeiras,CRAS Casa das Familias,,,SANTA TEREZA - 315,315,,Em frente ao Hospital.,CENTRO,36580000,"-20.65360716992008\,-42.859554290771484",2026-03-12T04:09:15.223Z
31686002077,316860,MG,Teófilo Otoni,CRAS SUDESTE,,,LUIZ BOALI - 1290,1290,CASA,Próximo a CDL.,MANOEL PIMENTA,39802047,"-17.875020316499906\,-41.50428771972657",2026-03-12T04:09:13.517Z
31686002111,316860,MG,Teófilo Otoni,CRAS SUL,,,RIBEIRÃO PRETO - 120,120,,,JARDIM SÃO PAULO,39803355,"-17.891479584309092\,-41.50098323822022",2026-03-12T04:09:13.566Z
31686002115,316860,MG,Teófilo Otoni,CRAS OESTE,,,JOSE CIRINO - 589,589,,,PALMEIRAS,39804088,"-17.864788663003132\,-41.519887447357185",2026-03-12T04:09:13.566Z
31686002118,316860,MG,Teófilo Otoni,CRAS NOROESTE,,,Antonio Ribeiro Ramos - 48,48,,,BELA VISTA,39800247,"-17.847463966996777\,-41.51255428791047",2026-03-12T04:09:13.566Z
31686002120,316860,MG,Teófilo Otoni,CRAS NORDESTE,,,ANTONIO RODRIGUES DA PENHA FILHO - 70,70,,,MATINHA,39801292,"-17.848970307276755\,-41.49505019187928",2026-03-12T04:09:13.566Z
31686020456,316860,MG,Teófilo Otoni,CRAS TOPÁZIO,,,JOSÉ HERMÓGENES - 177,177,TOPÁZIO,,CENTRO,39807000,"-17.753673050875385\,-41.49407386779786",2026-03-12T04:09:13.566Z
31687002157,316870,MG,Timóteo,CRAS TERRITORIO LESTE,,,PINHEIROS - 486,486,,,LIMOEIRO,35181402,"-19.54666215262519\,-42.587386965642516",2026-03-12T04:09:15.059Z
31687002160,316870,MG,Timóteo,CRAS TERRITORIO OESTE,,,Guajajaras - 30,30,,,Cachoeira do Vale,35184012,"-19.53187735896689\,-42.66703605651856",2026-03-12T04:09:15.059Z
31687015228,316870,MG,Timóteo,CRAS TERRITORIO SUDOESTE,,,São Paulo - 2001,2001,,PRAÇA CEU - Centro De Esportes E Artes Unificado,Vale Verde,35183051,"-19.5722728900884\,-42.67071902744647",2026-03-12T04:09:15.059Z
31687015239,316870,MG,Timóteo,CRAS TERRITORIO SUL,,,ACESITA - 3150,3150,,,São José,35182132,"-19.58449951651139\,-42.64721989631653",2026-03-12T04:09:15.059Z
31688035539,316880,MG,Tiradentes,CRAS ESPAÇO CIDADANIA,,,CHAFARIZ - 10,10,,PERTO DE POLÍCIA CIVIL,CENTRO,36325000,"-21.10832328210086\,-44.17670130729676",2026-03-12T04:09:16.614Z
31689006174,316890,MG,Tiros,CRAS - CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL DE TIROS,,,Av. José Ferreira Capetinga - 1254,1254,,,Nossa Senhora do Rosario,38880000,"-19.005219810853653\,-45.971903800964355",2026-03-12T04:09:15.059Z
31690015299,316900,MG,Tocantins,CRAS Patrimônio,,,Antônio Damázio - 999,999,,,Patrimônio,36512000,"-21.185152042049854\,-43.02971363067627",2026-03-12T04:09:13.981Z
31690534909,316905,MG,Tocos do Moji,CRAS - ZILDA MARIA DA SILVA,,,MIGUEL DA VEIGA LIMA - 100,100,,,CENTRO,37563000,"-22.374483906842052\,-46.09438419342041",2026-03-12T04:09:19.060Z
31691033655,316910,MG,Toledo,CRAS MADRE TEREZA DE CALCUTÁ,,,Guilherme Pereira de Lima - 220,220,PREDIO,Ao lado do Ginásio de Esporte Municipal,JARDIM NOVA TOLEDO,37630000,"-22.742105884551798\,-46.378003656864166",2026-03-12T04:09:15.817Z
31692002212,316920,MG,Tombos,Casa da Família,,,Major Luiz Bravo - 123,123,,Próximo ao Hospital São Sebastião,Quebra Copo,36844000,"-20.905403905319776\,-42.023026943206794",2026-03-12T04:09:14.840Z
31693002582,316930,MG,Três Corações,CRAS Centro de Referência de Assistência Social I,,,Iracema - 75,75,,,Jardim Paraíso,37410000,"-21.718490428451943\,-45.26159048080445",2026-03-12T04:09:12.150Z
31693006715,316930,MG,Três Corações,CRAS Centro de Referência de Assistência Social II,,,Marcelo Fredolim Estermam - 258,258,,,Parque Jussara,37410000,"-21.704106996186965\,-45.23810505867005",2026-03-12T04:09:14.692Z
31693015345,316930,MG,Três Corações,CRAS Centro de Referência de Assistência Social III,,,José dos Santos - 90,90,,Escola Municipal Zilah Rezende Pinto,Rio do Peixe,37410000,"-21.687072781334567\,-45.2515321969986",2026-03-12T04:09:14.692Z
31693500584,316935,MG,Três Marias,CRAS Regional Lago,,,DAS ORQUÍDEAS - 178,178,,Próximo ao Luís Gás,NOVO HORIZONTE,39205000,"-18.20762409967723\,-45.23418903350831",2026-03-12T04:09:14.840Z
31694001688,316940,MG,Três Pontas,Centro de Referência de Assistência Social - CRAS II,,,Dr. Carvalho de Mendonça - 383,383,,,Padre Vitor,37190000,"-21.36399064607322\,-45.50323873774688",2026-03-12T04:09:12.336Z
31694002462,316940,MG,Três Pontas,Centro de Referência de Assistência Social - CRAS I,,,Godofredo Rangel - 187,187,,Mina da Padre Vitor,Vila Marilena,37188046,"-21.37818802647214\,-45.513197779655464",2026-03-12T04:09:12.393Z
31695000306,316950,MG,Tumiritinga,CRAS CASA DA FAMILIA,,,SAO PAULO  - 577,577,PREDIO,,CENTRO,35125000,"-18.98008447324841\,-41.642205119242135",2026-03-12T04:09:12.150Z
31696002604,316960,MG,Tupaciguara,"CRAS Centro de Referência de Assistência Social ""Maria Inácia Novais""",,,Teodomiro Martins Prudente - 0,0,não possui,Rodoviária,Nova Esperança,38480000,"-18.605577530651622\,-48.68507623672486",2026-03-12T04:09:12.448Z
31696039561,316960,MG,Tupaciguara,CRAS DALVA MARIA LOPES,,,SANTANA - 28,28,CASA,PRAÇA DO ROSÁRIO,BOM SUCESSO,38480000,"-18.587233256263005\,-48.70869576931",2026-03-12T04:09:16.932Z
31697006629,316970,MG,Turmalina,CRAS FORTALECER VILA NOVA,,,DOS ESPORTES  - 217,217,,,VILA NOVA,39660000,"-17.28600236629162\,-42.720626592636116",2026-03-12T04:09:13.566Z
31697039647,316970,MG,Turmalina,CRAS FLORESCER MANGA DA RODA,,,BELO HORIZONTE  - 118,118,,,MANGA DA RODA,39660000,"-17.28086582706142\,-42.73469638850656",2026-03-12T04:09:19.174Z
31698001561,316980,MG,Turvolândia,CRAS Prefeito Jesus Sebastião de Lima,,,João Olimpio Domingues - 180,180,,Clube,CENTRO,37496000,"-21.875632464318816\,-45.783188939089435",2026-03-12T04:00:53.660Z
31699004571,316990,MG,Ubá,CRAS COHAB,,,Otacílio Coutinho - 0,0,,Praça Centro de Artes e Esportes Unificados,COHAB,36506212,"-21.095776540180154\,-42.97052264213563",2026-03-12T04:09:13.566Z
31699006096,316990,MG,Ubá,CRAS SÃO DOMINGOS,,,CORONEL OTAVIANO DA ROCHA - 945,945,,Ao lado da igrejinha,SÃO DOMINGOS,36504042,"-21.110665356597348\,-42.94529378414155",2026-03-12T04:09:13.688Z
31699030367,316990,MG,Ubá,CRAS AGROCERES,,,ADÃO QUINTÃO - 260,260,b,,AGROCERES,36504232,"-21.109709514418554\,-42.92287856340409",2026-03-12T04:09:13.688Z
31699036235,316990,MG,Ubá,CRAS SÃO JOÃO,,,Francisco da Costa Barros - 245,245,,Rua da igreja católica,São João,36507090,"-21.11746116693842\,-42.95203149318695",2026-03-12T04:09:17.189Z
31699037839,316990,MG,Ubá,CRAS VILA CASAL,,,Marechal Floriano Peixoto - 433,433,,Próximo ao morro 3 Porteiras(Subida),Vila Casal,36501082,"-21.12812215518556\,-42.93943852186203",2026-03-12T04:09:16.861Z
31700001929,317000,MG,Ubaí,CRAS -Dona Alice Mendes Almeida,,,ALFREDO VELOSO - 97,97,,RODOVIÁRIA,MACAMBIRA,39320000,"-16.293654975098896\,-44.78252649307252",2026-03-12T04:09:14.246Z
31700504206,317005,MG,Ubaporanga,CRAS - CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL,,,JOAO RIBEIRO - 133,133,casa,PRACA DA MATRIZ,CENTRO,35338000,"-19.633937847252614\,-42.1043086051941",2026-03-12T04:09:15.596Z
31701002110,317010,MG,Uberaba,CRAS - Dr. Décio Moreira,,,Guilherme Capucci - 65,65,,,Elza Amui,38082257,"-19.740025929950644\,-47.892488837242134",2026-03-12T04:09:12.572Z
31701002112,317010,MG,Uberaba,CRAS Luci Caxeta da Silva - PÓLO I,,,José Vallim de Mello - 2635,2635,,,Chica Ferreira,38037070,"-19.7889065\,-47.9110114",2026-03-12T04:09:12.572Z
31701002113,317010,MG,Uberaba,CRAS BOA VISTA - João Wagner Ribeiro,,,Trinidad - 125,125,CASA,Unidade Regional de Saúde - URS,Boa Vista,38072110,"-19.73289128337343\,-47.91548877954484",2026-03-12T04:09:12.572Z
31701002119,317010,MG,Uberaba,CRAS Eleusa Helena Resende - CRAS Abadia,,,São Mateus - 544,544,,Ao lado da Funel,Abadia,38026170,"-19.7641307\,-47.921437",2026-03-12T04:09:12.572Z
31701003095,317010,MG,Uberaba,CRAS Suzana da Graça C. Maia Stamato Bérgamo - Tutunas,,,Orlando Luiz Vieira - 298,298,,,Recanto da Terra,38057760,"-19.739399830766565\,-47.96845436096192",2026-03-12T04:09:12.572Z
31701003097,317010,MG,Uberaba,CRAS Morumbi -MARIA HELENA SILVA REIS,,,Zaida Facure Dib - 280,280,,próximo ao cemei,Morumbi,38051112,"-19.761937854237555\,-47.98791646957398",2026-03-12T04:09:12.572Z
31701003113,317010,MG,Uberaba,CRAS Maria Aparecida da Silva - VILA PAULISTA,,,Rodolfo Machado Borges - 299,299,,,SAO BENEDITO,38022050,"-19.758388730646875\,-47.94168055057526",2026-03-12T04:09:12.572Z
31701006555,317010,MG,Uberaba,Ione Aparecida da Silva - RESIDENCIAL 2000,,,Lourival Pedro de Couto (antiga Av. K) - 80,80,,Anexo ao complexo CEU DAS ARTES,Residencial 2000,38038364,"-19.7750242\,-47.8827981",2026-03-12T04:09:12.572Z
31701040353,317010,MG,Uberaba,CRAS VIVIANE RIBEIRO FONTES - GIRASSOIS,,,OTAVIANO FRANCISCO SILVA  - 145,145,,PROXIMO A UNIDADE BASICA DE SAUDE,GIRASSOIS IV,38048344,,2026-03-12T04:09:16.995Z
31702001066,317020,MG,Uberlândia,CRAS - CASA DA FAMÍLIA MORUMBI,,,FELIPE CALIXTO MILKEN - 157,157,,,MORUMBI,38407225,"-18.917339495214417\,-48.185606002807624",2026-03-12T04:09:12.025Z
31702001069,317020,MG,Uberlândia,CRAS - CASA DA FAMÍLIA JARDIM BRASILIA,,,GLOBO - 515,515,,,JARDIM BRASILIA,38401416,"-18.897953127427428\,-48.30581188201904",2026-03-12T04:09:12.277Z
31702001071,317020,MG,Uberlândia,CRAS - CASA DA FAMÍLIA CUSTODIO PEREIRA,,,LUIZ VIEIRA TAVARES - 1199,1199,,,CUSTODIO PEREIRA,38405260,"-18.892339796376383\,-48.242018222808845",2026-03-12T04:09:12.025Z
31702001075,317020,MG,Uberlândia,CRAS - CASA DA FAMÍLIA SÃO JORGE,,,ANGELO CUNHA - 387,387,,,SÃO JORGE,38410206,"-18.95556769434279\,-48.231053352355964",2026-03-12T04:09:11.974Z
31702001078,317020,MG,Uberlândia,CRAS - CASA DA FAMÍLIA MANSOUR,,,Rua Rio Uaupes - 36,36,,,MANSOUR,38414446,"-18.9293660334249\,-48.34031581878663",2026-03-12T04:09:12.025Z
31702006487,317020,MG,Uberlândia,CRAS - CASA DA FAMÍLIA MARTA HELENA,,,Republica do Piratini - 234,234,,,MARTA HELENA,38402028,"-18.87424998826016\,-48.26907634735108",2026-03-12T04:09:12.025Z
31702020629,317020,MG,Uberlândia,CRAS - CASA DA FAMÍLIA JARDIM CÉLIA,,,DOS SININHOS - 35,35,,,JARDIM CELIA,38413653,"-18.9555791\,-48.3466056",2026-03-12T04:09:12.025Z
31702037715,317020,MG,Uberlândia,CRAS - CASA DA FAMÍLIA SHOPPING PARK,,,Juvenília Mota Leite - 700,700,,,Shopping Park,38411534,"-18.99075384443334\,-48.26781034469605",2026-03-12T04:09:19.115Z
31702037819,317020,MG,Uberlândia,CRAS - CASA DA FAMÍLIA DISTRITO DE TAPUIRAMA,,,Jose Pedro Abalém - 1122,1122,,,Distrito de Tapuirama,38439600,"-19.1428588\,-47.9350916",2026-03-12T04:09:19.115Z
31702038540,317020,MG,Uberlândia,CRAS - CASA DA FAMÍLIA CAMPO ALEGRE,,,Cordilheira dos Andes - 1015,1015,Praça Céu,,Campo Alegre,38410354,"-18.971436877787134\,-48.227534294128425",2026-03-12T04:09:17.977Z
31702039141,317020,MG,Uberlândia,CRAS - CASA DA FAMÍLIA PEQUIS,,,Wilson Rodrigues da Silva - 940,940,,,Res. Pequis,38400000,"-18.97474445851825\,-48.376085758209236",2026-03-12T04:09:19.115Z
31702039605,317020,MG,Uberlândia,CRAS CANAÃ,,,Calisto Felipe Milken - 485,485,,,Canaã,38400000,"-18.961960194131077\,-48.33336353302002",2026-03-12T04:09:19.115Z
31702039607,317020,MG,Uberlândia,CRAS TOCANTINS,,,Renato José Luiz90 - 90,90,,,Tocantins,38400000,"-18.8927071\,-48.3376249",2026-03-12T04:09:19.115Z
31703001765,317030,MG,Umburatiba,CRAS - CENTRO DE REFERÊNCIA DE ASSISTENCIA SOCIAL,,,RUA PRIMEIRO DE JANEIRO - 220,220,,ÁREA,Área,39878000,"-17.2527021\,-40.5754609",2026-03-12T04:09:14.246Z
31704000978,317040,MG,Unaí,CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS 2,,,Frei Estevão - 500,500,CASA,,Iuna,38616568,"-16.38117292637818\,-46.90928220748902",2026-03-12T04:09:14.618Z
31704001008,317040,MG,Unaí,CRAS - CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL - CRAS 1,,,Rua Presidente Bernardes - 470,470,,,CACHOEIRA,38610262,"-16.35681226978268\,-46.897008419036865",2026-03-12T04:09:14.618Z
31704006587,317040,MG,Unaí,CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS 3,,,Elson Gabriel de Paulo - 307,307,,,MAMOEIRO,38621666,"-16.29933934838769\,-46.90383195877075",2026-03-12T04:09:14.618Z
31704301473,317043,MG,União de Minas,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL - CASA DA FAMILIA,,,Nove - 800,800,casa,espaço Leal,Centro,38288000,"-19.52986263960781\,-50.33708095550538",2026-03-12T04:09:13.180Z
31704709622,317047,MG,Uruana de Minas,CRAS Centro de Referência de Assistência Social Benedito da Silva Palma,,,Urucuia - 490,490,Orgão público,,Centro,38630000,"-16.060165641492546\,-46.25664710998535",2026-03-12T04:09:14.618Z
31705006453,317050,MG,Urucânia,CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL,,,PADRE EFRAIM SOLANO ROCHA - 0,0,,ANTIGO ASILO,CENTRO,35380000,"-20.351\,-42.739",2026-03-12T04:09:15.223Z
31705220041,317052,MG,Urucuia,CRAS ERCILIA GOMES DE SOUZA,,,RUA ALIPIA GONÇALVES - 106,106,,,CENTRO,38649000,"-16.1256538218542\,-45.74019432038767",2026-03-12T04:09:14.335Z
